area,cases,date
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",13,2020-06-05
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,105,2020-06-05
FEDERAL PRISON IN LOMPOC,981,2020-06-05
CITY OF SANTA MARIA,409,2020-06-05
COMMUNITY OF ORCUTT,49,2020-06-05
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",54,2020-06-05
Out of County,0,2020-06-05
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-06-04
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,102,2020-06-04
CITY OF GOLETA,16,2020-06-04
COMMUNITY OF ISLA VISTA,1,2020-06-04
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,20,2020-06-04
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",13,2020-06-04
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,105,2020-06-04
FEDERAL PRISON IN LOMPOC,980,2020-06-04
CITY OF SANTA MARIA,364,2020-06-04
COMMUNITY OF ORCUTT,49,2020-06-04
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",52,2020-06-04
Out of County,0,2020-06-04
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-06-03
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,99,2020-06-03
CITY OF GOLETA,16,2020-06-03
COMMUNITY OF ISLA VISTA,1,2020-06-03
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,18,2020-06-03
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",13,2020-06-03
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,105,2020-06-03
FEDERAL PRISON IN LOMPOC,979,2020-06-03
CITY OF SANTA MARIA,353,2020-06-03
COMMUNITY OF ORCUTT,49,2020-06-03
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",48,2020-06-03
Out of County,0,2020-06-03
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-06-02
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,95,2020-06-02
CITY OF GOLETA,15,2020-06-02
COMMUNITY OF ISLA VISTA,1,2020-06-02
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,17,2020-06-02
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",12,2020-06-02
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,105,2020-06-02
FEDERAL PRISON IN LOMPOC,979,2020-06-02
CITY OF SANTA MARIA,343,2020-06-02
COMMUNITY OF ORCUTT,46,2020-06-02
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",46,2020-06-02
Out of County,0,2020-06-02
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-06-01
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,93,2020-06-01
CITY OF GOLETA,15,2020-06-01
COMMUNITY OF ISLA VISTA,1,2020-06-01
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,17,2020-06-01
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",12,2020-06-01
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,105,2020-06-01
FEDERAL PRISON IN LOMPOC,971,2020-06-01
CITY OF SANTA MARIA,327,2020-06-01
COMMUNITY OF ORCUTT,46,2020-06-01
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",44,2020-06-01
Out of County,0,2020-06-01
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-05-29
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,92,2020-05-29
CITY OF GOLETA,15,2020-05-29
COMMUNITY OF ISLA VISTA,1,2020-05-29
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,17,2020-05-29
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",11,2020-05-29
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,106,2020-05-29
FEDERAL PRISON IN LOMPOC,971,2020-05-29
CITY OF SANTA MARIA,314,2020-05-29
COMMUNITY OF ORCUTT,45,2020-05-29
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",42,2020-05-29
Out of County,0,2020-05-29
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-05-28
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,89,2020-05-28
CITY OF GOLETA,15,2020-05-28
COMMUNITY OF ISLA VISTA,1,2020-05-28
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,18,2020-05-28
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-28
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,105,2020-05-28
FEDERAL PRISON IN LOMPOC,971,2020-05-28
CITY OF SANTA MARIA,306,2020-05-28
COMMUNITY OF ORCUTT,45,2020-05-28
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",41,2020-05-28
Out of County,0,2020-05-28
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-05-27
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,88,2020-05-27
CITY OF GOLETA,15,2020-05-27
COMMUNITY OF ISLA VISTA,1,2020-05-27
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,18,2020-05-27
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-27
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,105,2020-05-27
FEDERAL PRISON IN LOMPOC,971,2020-05-27
CITY OF SANTA MARIA,297,2020-05-27
COMMUNITY OF ORCUTT,44,2020-05-27
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",40,2020-05-27
Out of County,0,2020-05-27
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-05-26
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,83,2020-05-26
CITY OF GOLETA,15,2020-05-26
COMMUNITY OF ISLA VISTA,1,2020-05-26
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,18,2020-05-26
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-26
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,104,2020-05-26
FEDERAL PRISON IN LOMPOC,971,2020-05-26
CITY OF SANTA MARIA,285,2020-05-26
COMMUNITY OF ORCUTT,44,2020-05-26
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",39,2020-05-26
Out of County,0,2020-05-26
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-05-22
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,79,2020-05-22
CITY OF GOLETA,11,2020-05-22
COMMUNITY OF ISLA VISTA,1,2020-05-22
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,17,2020-05-22
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-22
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,102,2020-05-22
FEDERAL PRISON IN LOMPOC,971,2020-05-22
CITY OF SANTA MARIA,254,2020-05-22
COMMUNITY OF ORCUTT,41,2020-05-22
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",31,2020-05-22
Out of County,0,2020-05-22
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",27,2020-05-21
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,78,2020-05-21
CITY OF GOLETA,11,2020-05-21
COMMUNITY OF ISLA VISTA,1,2020-05-21
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-21
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-21
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,102,2020-05-21
FEDERAL PRISON IN LOMPOC,970,2020-05-21
CITY OF SANTA MARIA,247,2020-05-21
COMMUNITY OF ORCUTT,41,2020-05-21
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",30,2020-05-21
Out of County,0,2020-05-21
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",24,2020-05-20
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,77,2020-05-20
CITY OF GOLETA,11,2020-05-20
COMMUNITY OF ISLA VISTA,1,2020-05-20
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-20
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-20
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,102,2020-05-20
FEDERAL PRISON IN LOMPOC,970,2020-05-20
CITY OF SANTA MARIA,232,2020-05-20
COMMUNITY OF ORCUTT,41,2020-05-20
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",29,2020-05-20
Out of County,0,2020-05-20
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-19
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,77,2020-05-19
CITY OF GOLETA,11,2020-05-19
COMMUNITY OF ISLA VISTA,1,2020-05-19
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-19
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-19
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,102,2020-05-19
FEDERAL PRISON IN LOMPOC,971,2020-05-19
CITY OF SANTA MARIA,229,2020-05-19
COMMUNITY OF ORCUTT,41,2020-05-19
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",28,2020-05-19
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-18
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,76,2020-05-18
CITY OF GOLETA,11,2020-05-18
COMMUNITY OF ISLA VISTA,1,2020-05-18
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-18
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-18
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,102,2020-05-18
FEDERAL PRISON IN LOMPOC,963,2020-05-18
CITY OF SANTA MARIA,219,2020-05-18
COMMUNITY OF ORCUTT,41,2020-05-18
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",27,2020-05-18
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-17
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,75,2020-05-17
CITY OF GOLETA,11,2020-05-17
COMMUNITY OF ISLA VISTA,1,2020-05-17
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-17
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-17
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,100,2020-05-17
FEDERAL PRISON IN LOMPOC,956,2020-05-17
CITY OF SANTA MARIA,210,2020-05-17
COMMUNITY OF ORCUTT,40,2020-05-17
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",26,2020-05-17
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-16
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,74,2020-05-16
CITY OF GOLETA,11,2020-05-16
COMMUNITY OF ISLA VISTA,1,2020-05-16
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-16
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",10,2020-05-16
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,100,2020-05-16
FEDERAL PRISON IN LOMPOC,903,2020-05-16
CITY OF SANTA MARIA,208,2020-05-16
COMMUNITY OF ORCUTT,40,2020-05-16
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",26,2020-05-16
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-15
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,72,2020-05-15
CITY OF GOLETA,11,2020-05-15
COMMUNITY OF ISLA VISTA,1,2020-05-15
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-15
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",8,2020-05-15
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,100,2020-05-15
FEDERAL PRISON IN LOMPOC,898,2020-05-15
CITY OF SANTA MARIA,201,2020-05-15
COMMUNITY OF ORCUTT,40,2020-05-15
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",26,2020-05-15
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-14
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,71,2020-05-14
CITY OF GOLETA,11,2020-05-14
COMMUNITY OF ISLA VISTA,1,2020-05-14
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-14
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",8,2020-05-14
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,97,2020-05-14
FEDERAL PRISON IN LOMPOC,893,2020-05-14
CITY OF SANTA MARIA,196,2020-05-14
COMMUNITY OF ORCUTT,40,2020-05-14
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",25,2020-05-14
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-13
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,69,2020-05-13
CITY OF GOLETA,11,2020-05-13
COMMUNITY OF ISLA VISTA,1,2020-05-13
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,15,2020-05-13
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",8,2020-05-13
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,93,2020-05-13
FEDERAL PRISON IN LOMPOC,896,2020-05-13
CITY OF SANTA MARIA,190,2020-05-13
COMMUNITY OF ORCUTT,40,2020-05-13
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",25,2020-05-13
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-12
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,69,2020-05-12
CITY OF GOLETA,11,2020-05-12
COMMUNITY OF ISLA VISTA,1,2020-05-12
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,15,2020-05-12
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",8,2020-05-12
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,92,2020-05-12
People incarcerated at the Federal Prison in Lompoc,896,2020-05-12
CITY OF SANTA MARIA,186,2020-05-12
COMMUNITY OF ORCUTT,39,2020-05-12
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",25,2020-05-12
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-11
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,69,2020-05-11
CITY OF GOLETA,10,2020-05-11
COMMUNITY OF ISLA VISTA,1,2020-05-11
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,15,2020-05-11
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",7,2020-05-11
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,91,2020-05-11
People incarcerated at the Federal Prison in Lompoc,893,2020-05-11
CITY OF SANTA MARIA,183,2020-05-11
COMMUNITY OF ORCUTT,39,2020-05-11
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",25,2020-05-11
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-10
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,67,2020-05-10
CITY OF GOLETA,10,2020-05-10
COMMUNITY OF ISLA VISTA,1,2020-05-10
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,15,2020-05-10
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",7,2020-05-10
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,91,2020-05-10
People incarcerated at the Federal Prison in Lompoc,854,2020-05-10
CITY OF SANTA MARIA,170,2020-05-10
COMMUNITY OF ORCUTT,39,2020-05-10
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",25,2020-05-10
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",23,2020-05-09
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,67,2020-05-09
CITY OF GOLETA,10,2020-05-09
COMMUNITY OF ISLA VISTA,1,2020-05-09
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,15,2020-05-09
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",7,2020-05-09
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,90,2020-05-09
People incarcerated at the Federal Prison in Lompoc,797,2020-05-09
CITY OF SANTA MARIA,170,2020-05-09
COMMUNITY OF ORCUTT,39,2020-05-09
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",25,2020-05-09
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",24,2020-05-08
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,67,2020-05-08
CITY OF GOLETA,11,2020-05-08
COMMUNITY OF ISLA VISTA,1,2020-05-08
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,15,2020-05-08
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",8,2020-05-08
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,88,2020-05-08
People incarcerated at the Federal Prison in Lompoc,582,2020-05-08
CITY OF SANTA MARIA,166,2020-05-08
COMMUNITY OF ORCUTT,39,2020-05-08
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",25,2020-05-08
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",24,2020-05-07
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,67,2020-05-07
CITY OF GOLETA,11,2020-05-07
COMMUNITY OF ISLA VISTA,1,2020-05-07
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,16,2020-05-07
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",8,2020-05-07
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,88,2020-05-07
People incarcerated at the Federal Prison in Lompoc,272,2020-05-07
